Country,Region,Study_midyear,Species,Biome,Leaf_habit,Soil_drainage,MAT,MAP
China,Shanxi,2006.0,"Periploca sepium, Pinus tabulaeformis, Artemisia lavandulaefolia",Temperate,Evergreen,Dry,10.0,478.0
China,Shanxi,2007.0,"Periploca sepium, Artemisia lavandulaefolia, Pinus tabulaeformis",Temperate,Evergreen,Dry,10.0,478.0
China,Shanxi,2008.0,"Populus davidiana, Platycladus orientalis, Pinus tabulaeformis, Artemisia lavandulaefolia, Periploca sepium, Pinus tabulaeformis; Robinia pseudoacacia, Robinia pseudoacacia",Temperate,Deciduous,Dry,10.0,541.4375
China,Shanxi,2009.0,Pinus tabuliformis; Quercus wutaishanica; Betula dahurica; Larix gmelinii; Tilia mongolica,Temperate,Mixed,Dry,10.5,550.0
China,Shanxi,2010.0,P. tabulaeformis,Temperate,Evergreen,Dry,8.6,656.7
China,Shanxi,2011.0,Pinus tabulaeformis,Temperate,Evergreen,Dry,9.322222222222223,571.1111111111111
China,Shanxi,2012.0,"Phragmites australis, Suaeda salsa, and Imperata cylindrical, Pinus tabulaeformis",Temperate,Deciduous,Wet,9.459999999999999,599.0
China,Shanxi,2012.5,"Pinus tabulaeformis, Pinus tabuliformis, Quercus wutaishanica",Temperate,Deciduous,Dry,10.23,563.6
China,Shenzhen,2009.5,Schefflera octophylla,Subtropical,Evergreen,Dry,22.399999999999995,1948.4000000000003
China,Shishou city,2009.5,Carex argyi ,Subtropical,Deciduous,Wet,16.0,1200.0
China,Sichuan,2002.5,"Triticum aestivum, Bare soil",Subtropical,Deciduous,Dry,17.3,826.0
China,Sichuan,2004.5,"Triticum aestivum, Zea mays subsp., L. muttiflorum, Alnus cremastogyne, Cupressus funebris, Quercus aliena, Pinus tabulaeformis",Subtropical,Deciduous,Dry,13.940000000000001,855.0
China,Sichuan,2005.0,"Alnus cremastogyne, Cupressus funebris",Subtropical,Evergreen,Dry,17.3,825.0
China,Sichuan,2005.5,Alder cremastogyne; Cypressus funebris,Subtropical,Evergreen,Dry,17.3,826.0
China,Sichuan,2006.0,Neolitsea aurate,Subtropical,Evergreen,Dry,12.8,1780.0
China,Sichuan,2007.0,"Fagus longipetiolata Seem, Cupressus funebris",Subtropical,Deciduous,Dry,15.15,1088.0
China,Sichuan,2008.0,"Eucalyptus spp., Picea asperata; Abies faxoniana; Betula albo-sinensis; Betula utilis, Picea asperata",Subtropical,Deciduous,Dry,11.054285714285713,1152.257142857143
China,Sichuan,2009.0,"Abies faxoniana, Deschampsia caespitosa, Potentilla anserine, Blysmus sinocompressus",Temperate,Evergreen,Dry,5.428571428571429,835.2857142857143
China,Sichuan,2010.0,"Cyclobalanopsis oxyodon; Lithocarpus harlandii; Phoebe zhennan; Symplocos laurina; Castanopsis carlesi; Pittosporaceae xylocarpum; Aphananthe aspera; Ficus henryi, Abies faxoniana",Subtropical,Evergreen,Dry,11.0,1014.3333333333334
China,Sichuan,2010.5,"Pinus tabulaeformis; Pinus armandi, Triticum aestivum",Temperate,Evergreen,Dry,11.0,881.5
China,Sichuan,2011.0,Abies faxoniana,Temperate,Evergreen,Dry,8.9,900.0
China,Sichuan,2011.5,Triticum aestivum,Subtropical,Deciduous,Dry,17.3,826.0
China,Sichuan,2013.5,"Cupressus funebris, Zea mays",Subtropical,Deciduous,Dry,17.3,826.0
China,Sichuan,2015.5,"Salix oritrepha, Spiraea alpina Pallas, Potentilla fructicosa L.",Temperate,Deciduous,Dry,5.7,720.0
China,Sichuan Province,2013.0,"Castanopsis platyacanth, Schima sinensis",Subtropical,Evergreen,Dry,10.0,2323.0
China,Sichuan basin,2012.5,"Triticum aestivum, Zea mays, Cupressus funebris",Subtropical,Deciduous,Dry,17.3,826.0
China,Sichuan basin,2013.5,"Triticum aestivum, Zea mays, Cupressus funebris",Subtropical,Deciduous,Dry,17.3,826.0
China,Sichuan basin,2014.5,"Zea mays, Cupressus funebris, Triticum aestivum",Subtropical,Deciduous,Dry,17.3,826.0
Italy,Sicily,2008.5,Triticum aestivum,Mediterranean,Deciduous,Dry,15.9,552.0
Czech Republic,Sokolov,2007.5,Alnus glutinosa,Temperate,Deciduous,Dry,6.8,650.0
Czech Republic,Sokolov,2011.5,Salix caprea,Temperate,Deciduous,Dry,6.8,650.0
Germany,Solling,1999.5,"Picea abies, Fagus sylvatica; Picea abies, Picea abies; Fagus sylvatica, Fagus sylvatica",Temperate,Evergreen,Dry,7.5,900.0
Germany,Solling,2000.5,"Fagus sylvatica, Picea abies, Picea abies; Fagus sylvatica, Fagus sylvatica; Picea abies",Temperate,Deciduous,Dry,7.5,900.0
USA,South Carolina,1969.5,Andropogon virginicus,Temperate,Deciduous,Dry,18.0,1200.0
USA,South Carolina,1970.5,Andropogon virginicus,Temperate,Deciduous,Dry,18.0,1200.0
USA,South Carolina,1980.0,Pinus palustris,Temperate,Evergreen,Dry,18.0,1200.0
USA,South Carolina,1983.5,Spartina alterniflora,Temperate,Deciduous,Wet,16.6,1269.0
USA,South Carolina,2002.0,Pinus taeda,Temperate,Evergreen,Dry,17.7,1250.0
USA,South Carolina,2006.0,Pinus taeda,Temperate,Evergreen,Dry,20.0,1190.0
USA,South Carolina,2006.5,Pinus taeda,Temperate,Evergreen,Dry,14.6,1200.0
USA,South Carolina,2007.0,Pinus taeda,Temperate,Evergreen,Dry,20.0,1190.0
USA,South Carolina,2007.5,Pinus taeda,Temperate,Evergreen,Dry,14.6,1200.0
China,South China,2007.0,Pinus massoniana Lamb.,Subtropical,Evergreen,Dry,18.0,1504.6
USA,South Dakota,2002.5,Panicum virgatum,Temperate,Deciduous,Dry,6.3,602.0
USA,South Dakota,2010.5,Panicum Virgatum,Temperate,Evergreen,Dry,6.6,576.0
USA,South Dakota,2011.5,Panicum Virgatum,Temperate,Evergreen,Dry,6.6,576.0
USA,South Dakota,2012.5,Panicum Virgatum,Temperate,Evergreen,Dry,6.6,576.0
Czechia,South Moravia,2013.0,Quercus petraea,Temperate,Deciduous,Dry,7.5,555.0
Italy,South Tyrol,2005.0,Picea abies,Temperate,Evergreen,Dry,4.1,1010.0
Italy,South Tyrol,2014.0,Malus domestica,Temperate,Deciduous,Dry,12.4,800.0
Norway,Svalbard,1995.0,"Saxifraga oppositifolia; Salix polaris; Dryas octopetara, Saxifraga oppositifolia; Pottia heimii; Funaria arctica; Sanionia uncinata, Saxifraga oppositifolia",Arctic,Deciduous,Dry,-5.5,362.0
Switzerland,Swiss Alps,2012.5,"Rumicion alpini, Petasition, Seslerion, Poion, Rumicion, Poion, Petasition paradoxi, Sesleria caerulea, Seslerion, Poion, Poion alpinae",Boreal,Deciduous,Dry,6.0,1800.0
Brazil,São Paulo,2013.0,S. capitata,Tropical,Deciduous,Dry,21.5,1380.0
Turkey,Şanlıurfa,2008.5,Malus domestica,Temperate,Deciduous,Dry,17.2,365.2
Turkey,Şanlıurfa,2009.5,Malus domestica,Temperate,Deciduous,Dry,17.2,365.2
Turkey,Şanlıurfa,2010.5,Malus domestica,Temperate,Deciduous,Dry,17.2,365.2
Brazil,S‹o Paulo,2002.0,Zea mays,Tropical,Deciduous,Dry,21.0,1380.0
Taiwan,Taichung,2010.5,Acacia confusa,Temperate,Evergreen,Dry,23.0,1347.0
Taiwan,Tainan,2010.5,"Litchi chinensis, Eugenia javanica",Temperate,Evergreen,Dry,24.3,1698.0
China,Taiwan,2012.0,Phyllostachys pubescens,Subtropical,Evergreen,Dry,18.6,2407.0
China,Taiwan,2013.0,Phyllostachys pubescens,Subtropical,Evergreen,Dry,18.6,2407.0
China,Taiwan,2014.0,Phyllostachys pubescens,Subtropical,Evergreen,Dry,18.6,2407.0
China,Taiwan,2015.0,Phyllostachys pubescens,Subtropical,Evergreen,Dry,18.6,2407.0
China,Taiyuan,2006.5,"Periploca sepium, Rosa xanthina, Vitex negundo",Temperate,Deciduous,Dry,10.0,478.4
Tanzania,Tanga,2014.5,"Balanites aegyptiaca, Acacia nicotica",Mediterranean,Deciduous,Dry,21.0,536.0
USA,Tennessee,1961.0,"Pinus echinata, Acer rubrum, Quercus alba",Temperate,Evergreen,Dry,14.0,1500.0
USA,Tennessee,1962.0,Quercus alba,Temperate,Deciduous,Dry,14.0,1500.0
USA,Tennessee,1971.0,Liriodendron tulipifera,Temperate,Deciduous,Dry,13.3,1265.0
USA,Tennessee,1976.0,Quercus spp.,Temperate,Deciduous,Dry,13.3,1265.0
USA,Tennessee,1977.0,Liriodendron tulipifera,Temperate,Deciduous,Dry,13.3,1265.0
USA,Tennessee,1980.5,Quercus prinus,Temperate,Deciduous,Dry,13.3,1400.0
USA,Tennessee,1981.0,Quercus spp.,Temperate,Deciduous,Dry,14.0,1500.0
USA,Tennessee,1995.0,"Acer rubrum, Quercus spp., Acer saccharum",Temperate,Deciduous,Dry,13.71111111111111,1365.3333333333333
USA,Tennessee,1996.0,"Acer rubrum, Picea rubens; Abies fraseri, Acer saccharum",Temperate,Deciduous,Dry,11.953846153846154,1575.8461538461538
USA,Tennessee,1997.0,Liquidambar styracifua,Temperate,Deciduous,Dry,14.2,1390.0
USA,Tennessee,1998.0,Liquidambar styracifua,Temperate,Deciduous,Dry,14.2,1390.0
USA,Tennessee,1999.0,"Liquidambar styracifua, Quercus alba",Temperate,Deciduous,Dry,14.133333333333333,1393.3333333333333
USA,Tennessee,2000.0,Liquidambar styracifua,Temperate,Deciduous,Dry,14.2,1390.0
USA,Tennessee,2001.0,Liquidambar styracifua,Temperate,Deciduous,Dry,14.2,1390.0
USA,Tennessee,2003.0,Picea rubens; Abies fraseri,Temperate,Evergreen,Dry,8.5,2300.0
USA,Tennessee,2015.5,Panicum virgatum,Temperate,Deciduous,Dry,15.1,1200.0
USA,Tennessee/Georgia,2000.5,Quercus spp.,Temperate,Deciduous,Dry,14.0,1350.0
USA,Texas,1992.0,"Triticum aestivum, Sorghum bicolor, Glycine max",Temperate,Deciduous,Dry,20.0,978.0
USA,Texas,1993.0,Andropogon gerardii; Schizachyrium scoparium; Sorghastrum nutans; Sorghum halepense,Temperate,Deciduous,Dry,19.0,878.0
USA,Texas,1993.5,Liquidambar styraciflua; Quercus nigra; Carpinus caroliniana,Temperate,Deciduous,Dry,19.4,1320.0
USA,Texas,1994.0,"Pinus taeda, Andropogon gerardii; Schizachyrium scoparium; Sorghastrum nutans; Sorghum halepense",Temperate,Evergreen,Dry,19.266666666666666,1199.3333333333333
USA,Texas,1995.0,Andropogon gerardii; Schizachyrium scoparium; Sorghastrum nutans; Sorghum halepense,Temperate,Deciduous,Dry,19.0,878.0
USA,Texas,1996.0,"Prosopis glandulosa, Chloris cucullata; Panicum hallii; Bouteloua hirsuta; Tridens spp., Andropogon gerardii; Schizachyrium scoparium; Sorghastrum nutans; Sorghum halepense",Subtropical,Deciduous,Dry,21.72,748.4
USA,Texas,1996.5,"Mix, Prosopis glandulosa",Tropical,Deciduous,Dry,22.4,716.0
USA,Texas,1997.0,Andropogon gerardii; Schizachyrium scoparium; Sorghastrum nutans; Sorghum halepense,Temperate,Deciduous,Dry,19.0,878.0
USA,Texas,1998.0,Andropogon gerardii; Schizachyrium scoparium; Sorghastrum nutans; Sorghum halepense,Temperate,Deciduous,Dry,19.0,878.0
USA,Texas,2005.0,Dasylirion leiophyllum,Temperate,Deciduous,Dry,18.7,356.0
USA,Texas,2010.0,Larrea tridentada,Mediterranean,Deciduous,Dry,19.4,342.0
UK,Thetford,2014.5,"Holcus lanatus, Agrostis canina, Pinus sylvestris",Mediterranean,Deciduous,Dry,14.5,665.0
Germany,Thuringia,2006.0,Picea abies,Temperate,Evergreen,Dry,5.9,840.0
China,Tianjin,2015.0,"Suaeda salsa, Phragmites australis",Temperate,Deciduous,Wet,12.6,566.1
China,Tibet,1998.5,"Potentilla fruticosa, Kobresia humilis, Festuca ovina",Arctic,Evergreen,Dry,-1.7,580.0
China,Tibet,2000.0,Triticum aestivum,Temperate,Deciduous,Dry,7.5,425.0
China,Tibet,2001.0,Triticum aestivum,Temperate,Deciduous,Dry,7.5,425.0
China,Tibet,2005.0,Mix,Boreal,Deciduous,Dry,-1.7,580.0
China,Tibet,2007.0,Kobresia humulis; Stipa aliena; Elymus nutans; Saussurea superba; Gentiana straminea; Potentilla nivea,Boreal,Deciduous,Dry,-1.7,580.0
China,Tibet,2008.0,Grasses (mix),Boreal,Deciduous,Dry,-4.1,303.9
China,Tibet,2008.5,Abies fabri,Boreal,Evergreen,Dry,5.3,1900.0
China,Tibet,2009.0,"Kobresia humilis, Stipa purpurea,Potentilla bifurca, Oxytropis microphylla",Boreal,Deciduous,Dry,-2.6,445.0
China,Tibet,2010.0,"Kobresia humilis, Stipa purpurea,Potentilla bifurca, Oxytropis microphylla, Pinus tabuliformis, Stipa capillacea",Boreal,Deciduous,Dry,3.8833333333333333,677.7666666666667
China,Tibet,2010.5,Stipa capillacea,Temperate,Deciduous,Dry,1.8999999999999997,474.8999999999999
China,Tibet,2012.0,"Carex moorcroftii falc.ex Boott, Stipa sareptana var. krylovii, Stipa purpurea",Alpine,Deciduous,Wet,1.5033333333333332,409.6666666666667
China,Tibet,2013.0,Kobresia spp.,Boreal,Deciduous,Dry,1.3,476.8
China,Tibet,2014.5,"Abies fabri, Rhododendron williamsianum",Boreal,Evergreen,Dry,4.8,1861.0
China,Tibetan Plateau,2009.0,"Stipa aliena, Elymus nutans, Kobresia Humilis",Alpine,Deciduous,Dry,-1.1,486.0
China,Tibetan Plateau,2010.0,"Stipa aliena, Elymus nutans, Kobresia Humilis, Kobresia pygmaea C. B.",Alpine,Deciduous,Dry,0.5,480.0
China,Tibetan Plateau,2011.0,"Stipa aliena, Elymus nutans, Kobresia Humilis",Alpine,Deciduous,Dry,-1.1,486.0
China,Tibetan Plateau,2012.0,"Stipa aliena, Elymus nutans, Kobresia Humilis",Alpine,Deciduous,Dry,-1.1,486.0
China,Tibetan Plateau,2013.0,"Stipa aliena, Elymus nutans, Kobresia Humilis",Alpine,Deciduous,Dry,-1.1,486.0
Spain,Toledo,2015.5,"Rosmarinus officinalis L., Quercus coccifera L. ",Mediterranean,Evergreen,Dry,15.5,356.0
Italy,Tuscany,2001.5,Avena fatua; Cynodon dactylon; Medicago arabica; Trifolium repens,Mediterranean,Deciduous,Dry,13.8,781.0
Italy ,Tuscany,2006.0,Olea europaea,Temperate,Evergreen,Dry,15.366666666666667,626.0
Finland,Tuupovaara,2006.0,Phalaris arundinacea,Boreal,Deciduous,Dry,2.1,669.0
USA,UT,2008.0,A. hymenoides,Temperate,Deciduous,Dry,14.4,241.0
Sweden,Uppland,2007.0,Picea abies; Pinus sylvestris,Boreal,Evergreen,Dry,5.5,527.0
Russia,Ural Branch,2011.0,Pinus,Boreal,Evergreen,Dry,0.1,693.0
Russia,Ural Branch,2012.0,Pinus,Boreal,Evergreen,Dry,0.1,693.0
Russia,Ural Branch,2013.0,Pinus,Boreal,Evergreen,Dry,0.1,693.0
Switzerland,Uri,2009.5,"Agrostis gigantea; Salix spp.; Deschampsia cespitosa, Rhododendron ferrugineum; Festuca rubra; Agrostis gigantea",Boreal,Deciduous,Dry,2.2,2400.0
USA,Utah,1971.0,"Ceratoides lanata, Atriplex confertifolia",Temperate,Deciduous,Dry,7.1,244.0
USA,Utah,1984.5,Grasses (mix),Temperate,Deciduous,Dry,1.6,1090.0
USA,Utah,2001.5,"Agropyron desertorum, Bromus tectorum, Juniperus spp., Artemisia ludoviciana",Temperate,Deciduous,Dry,8.8,299.0
USA,Utah,2002.5,Grasses (mix),Temperate,Deciduous,Dry,12.5,207.0
USA,Utah,2003.0,"Populus angustifolia, Populus fremontii x Populus angustifolia, Populus fremontii",Temperate,Deciduous,Dry,13.133333333333333,423.3333333333333
USA,Utah,2005.0,Populus tremuloide; Engelmann spruce; Abies lasiocarpa,Temperate,Mixed,Dry,7.0,950.0
USA,Utah,2016.5,Achnatherum hymenoides,Boreal,Deciduous,Dry,13.0,269.0
Italy,Varese Lombardy,2008.0,Quercus robur,Mediterranean,Deciduous,Dry,12.0,1580.0
Italy,Venturina,2011.0,Olea europaea L. cv. Frantoio,Mediterranean,Evergreen,Dry,15.5,825.0
Mexico,Veracruz,2011.0,"Pachira aquatica Aubl, Thalia geniculata L.,, Cyperus giganteus, Ficus insipida, Pontederia sagittata",Tropical,Deciduous,Wet,27.0,1425.0
USA,Virginia,2000.0,Pinus taeda,Temperate,Evergreen,Dry,13.0,1070.0
USA,Virginia,2002.0,Mix,Temperate,Deciduous,Wet,16.9,1162.0
USA,Virginia,2002.5,Pinus taeda,Temperate,Evergreen,Dry,14.3,1150.0
USA,Virginia,2004.5,"Solidago spp.; Rhamnaceae spp.; Maclura pomifera, Solidago spp.; Solanum carolinense; Rhamnus spp.; Celastrus spp.; Lonicera japonica; Rhus spp.; Robinia pseudo_acacia, Quercus velutina; Quercus alba; Carya ovata; Liriodendron tulipifera; Prunus serotina; Acer rubrum; Asimina triloba, Pinus taeda, Solidago spp.",Temperate,Deciduous,Dry,14.033333333333333,1053.0
USA,Virginia,2005.5,"Carduus spp.; Solidago spp., Quercus alba; Lindera benzoin; Rhamnaceae spp.",Temperate,Deciduous,Dry,11.8,940.0
USA,Virginia,2009.0,Festuca arundincacea,Temperate,Deciduous,Dry,17.0,987.0
USA,Virginia,2010.0,Festuca arundincacea,Temperate,Deciduous,Dry,17.0,987.0
Italy,Viterbo,2012.5,Hordeum vulgare L.,Mediterranean,Deciduous,Dry,14.0,752.0
New Zealand,Waikato,2008.5,Lolium perene,Temperate,Evergreen,Dry,13.800000000000002,1126.0
New Zealand,Waikato,2010.5,Lolium perene,Temperate,Evergreen,Dry,13.8,1126.0
USA,Washington,1979.0,"Abies amabilis, Pseudotsuga menziesii, Alnus rubra, Tsuga heterophylla",Temperate,Evergreen,Dry,7.225,1962.5
USA,Washington,1996.5,Pseudotsuga menziesii,Temperate,Evergreen,Dry,5.7,660.0
USA,Washington,1999.0,"Pseudotsuga menziesii, Pseudotsuga menziesii; Tsuga heterophylla",Temperate,Evergreen,Dry,8.7,2430.75
USA,Washington,1999.5,"Pseudotsuga menziesii; Tsuga heterophylla, Pseudotsuga menziesii; Pinus contorta, Picea sitchensis; Thuja plicata, Abies lasiocarpa; Tsuga heterophylla, Pseudotsuga menziesii",Temperate,Evergreen,Dry,3.942857142857143,905.7142857142857
USA,Washington,2000.0,Pseudotsuga menziesii; Tsuga heterophylla,Temperate,Evergreen,Dry,8.7,2223.0
USA,Washington,2001.0,Pseudotsuga menziesii; Tsuga heterophylla,Temperate,Evergreen,Dry,8.7,2223.0
USA,Washington,2002.0,Pseudotsuga menziesii; Tsuga heterophylla,Temperate,Evergreen,Dry,8.7,2223.0
USA,Washington,2003.0,Pseudotsuga menziesii; Tsuga heterophylla,Temperate,Evergreen,Dry,8.7,2223.0
USA,Washington,2006.0,Pseudotsuga menziesii,Temperate,Evergreen,Dry,10.7,2400.0
USA,Washington,2007.0,"Tsuga heterophylla, P. menziesii., Pseudotsuga menziesii",Temperate,Evergreen,Dry,10.033333333333333,2341.0
USA,Washington,2011.0,Leucanthemum vulgare; Prunella vulgaris; Eriophyllum lanatum; Agrostis capillaris,Mediterranean,Deciduous,Dry,10.5,1196.0
USA,Washington,2012.5,Triticum aestivum,Temperate,Deciduous,Dry,9.0,550.0
Russia,West Siberia,2014.0,"Taraxacum officinale, Poa pratensis",Boreal,Deciduous,Dry,0.87,568.0
USA,West Virginia,1987.0,Quercus spp.; Acer rubrum; Prunus serotina; Carya spp.; Liriodendron tulipifera,Temperate,Deciduous,Dry,9.8,1470.0
Canada,Western,2008.0,"Picea mariana, Hylocomium splendens",Arctic,Evergreen,Dry,-3.1175,350.5
Australia,Western,2014.5,"Acasia shrubs, Eucalyptus, Triodia, Mix",Subtropical,Evergreen,Dry,26.3,325.0
Australia,Western Australia,2004.0,Avicennia marina,Tropical,Evergreen,Wet,24.7,260.0
Australia,Western Australia,2006.0,Avicennia marina,Tropical,Evergreen,Wet,24.7,260.0
Zambia,Western Province,2008.0,Brachystegia spiciformis; Brachystegia bakerana; Guibourtia coleosperma; Ochna pulchra,Tropical,Evergreen,Dry,21.8,948.0
Zambia,Western Province,2009.0,Brachystegia spiciformis; Brachystegia bakerana; Guibourtia coleosperma; Ochna pulchra,Tropical,Evergreen,Dry,21.8,948.0
USA,Wisconsin,1991.0,Pinus resinosa,Temperate,Evergreen,Dry,4.2,586.0
USA,Wisconsin,1992.0,Pinus resinosa,Temperate,Evergreen,Dry,4.2,586.0
USA,Wisconsin,1993.0,Pinus resinosa,Temperate,Evergreen,Dry,4.2,586.0
USA,Wisconsin,1995.0,"Zea mays, Grasses (mix), Andropogon gerardii, Pinus resinosa, Populus tristis x P. balsamifera",Temperate,Deciduous,Dry,7.029999999999999,839.5
USA,Wisconsin,1995.5,Tilia americana; Fraxinus pennsylvanica; Quercus rubra,Temperate,Deciduous,Dry,4.8,776.0
USA,Wisconsin,1997.0,"Grasses (mix), Zea mays",Temperate,Deciduous,Dry,7.6,791.0
USA,Wisconsin,1998.0,"Zea mays, Grasses (mix), Populus tremuloides, Populus tremuloides; Betula papyrifera",Temperate,Deciduous,Dry,6.4,799.4444444444445
USA,Wisconsin,1999.0,"Populus tremuloides, Populus tremuloides; Betula papyrifera, Grasses (mix), Zea mays, Acer saccharum",Temperate,Deciduous,Dry,5.825,799.5833333333334
USA,Wisconsin,2000.0,"Populus tremuloides, Acer saccharum, Populus tremuloides; Betula papyrifera",Temperate,Deciduous,Dry,4.557142857142857,805.7142857142857
USA,Wisconsin,2000.5,"Acer saccharum, Populus tremuloides",Temperate,Deciduous,Dry,4.1,800.0
USA,Wisconsin,2001.0,"Populus tremuloides, Acer saccharum, Populus tremuloides; Betula papyrifera",Temperate,Deciduous,Dry,4.557142857142857,805.7142857142857
USA,Wisconsin,2002.0,"Carex pellita, Populus tremuloides, Acer saccharum, Andropogon gerardii",Temperate,Deciduous,Dry,5.459999999999999,851.2
USA,Wisconsin,2003.0,"Carex pellita, Andropogon gerardii",Temperate,Deciduous,Dry,7.5,928.0
USA,Wisconsin,2004.0,"Andropogon gerardii, Carex pellita",Temperate,Deciduous,Dry,7.5,928.0
USA,Wisconsin,2005.0,"Populus tremuloides, Acer saccharum",Temperate,Deciduous,Dry,3.9,896.0
USA,Wyoming,2000.0,Pinus contorta,Temperate,Evergreen,Dry,4.1,465.0
USA,Wyoming,2001.0,Pinus contorta,Temperate,Evergreen,Dry,4.1,465.0
USA,Wyoming,2004.5,Heteropogon contortus; Eragrostis legmanniana,Temperate,Deciduous,Dry,6.0,228.0
USA,Wyoming,2005.0,"Carex praegracilis, Poa pratensis, Phleum pratense, Festuca idahoensis, Poa sandbergii",Temperate,Deciduous,Dry,1.0,1155.0
USA,Wyoming,2010.0,Pinus contorta,Temperate,Evergreen,Dry,-2.0,900.0
China,Xinjiang,2007.0,Populus euramericana,Temperate,Deciduous,Dry,8.55,417.6000000000001
China,Xinjiang,2007.5,Populus balsamifera,Temperate,Deciduous,Dry,8.3,203.80000000000004
China,Xinjiang,2010.5,"Stipa purpurea, Populus euphratica",Temperate,Deciduous,Dry,-1.9153846153846152,227.92307692307693
China,Xinjiang,2012.0,"Tamarix ramosissima, Haloxylon ammodendron, Gossypium hirsutum L.",Temperate,Deciduous,Dry,7.519999999999999,137.14000000000001
China,Xinjiang,2013.5,Populus euphratica,Temperate,Deciduous,Dry,7.7,102.0
China,Xinjiang,2015.0,Haloxylon ammodendron,Temperate,Deciduous,Dry,12.1,25.899999999999995
China,Xinjiang Province,2009.5,Erodium Oxyrrhynchum,Temperate,Deciduous,Dry,8.0,231.09
China,Xinjiang Province,2010.5,Erodium Oxyrrhynchum,Temperate,Deciduous,Dry,8.0,231.09
China,Xinjiang Province,2011.5,Erodium Oxyrrhynchum,Temperate,Deciduous,Dry,8.0,231.09
China,Xinjiang Province,2012.0,"Stipa capillata, Phlomis umbrosa",Temperate,Deciduous,Dry,4.6,307.8
China,Xinjiang Province,2013.0,"Stipa capillata, Phlomis umbrosa",Temperate,Deciduous,Dry,4.6,307.8
China,Xinjiang Province,2014.0,"Stipa capillata, Phlomis umbrosa",Temperate,Deciduous,Dry,4.6,307.8
China,Xinjiang Province,2015.0,"Stipa capillata, Phlomis umbrosa",Temperate,Deciduous,Dry,4.6,307.8
China,Xinjiang Uygar Autonomous Region,2010.5,Reaumuria soongorica,Temperate,Deciduous,Dry,6.6,160.0
China,Xinjiang Uygur,2010.0,"Mixed, Gossypium spp., Phragmites australis, Populus euphratica",Temperate,Deciduous,Dry,7.7,102.0
Japan,Yamanashi,2006.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2007.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2008.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2009.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2010.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2011.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2012.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Japan,Yamanashi,2013.5,Larix kaempferi,Temperate,Deciduous,Dry,8.6,1848.0
Congo,Yangambi,1961.0,Mix,Tropical,Evergreen,Dry,24.4,1875.0
China,Yangtze River source,2012.5,"Kobresia capillifolia, Kobresia pygmaea, Carex moorcroftii",Boreal,Deciduous,Dry,-5.1,294.5
China,Yangtze River source,2013.5,"Kobresia capillifolia, Kobresia pygmaea, Carex moorcroftii",Boreal,Deciduous,Dry,-5.1,294.5
Mexico,Yucatan,2006.0,Mix,Tropical,Evergreen,Dry,24.2,1650.0
Mexico,Yucatan,2007.0,Mix,Tropical,Evergreen,Dry,24.2,1650.0
China,Yucheng,2014.0,"Zea mays, Triticum",Temperate,Deciduous,Dry,13.4,567.0
China,Yunnan,2003.0,"Pometia tomentosa, Terminalia myriocarpa",Tropical,Evergreen,Dry,21.399999999999995,1557.0
China,Yunnan,2004.0,Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis,Subtropical,Evergreen,Dry,11.3,1840.0
China,Yunnan,2005.0,"Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis, Pometia tomentosa; Terminalia myriocarpa; Gironniera subaequalis; Garuga floribunda",Subtropical,Evergreen,Dry,12.455555555555556,1800.7777777777778
China,Yunnan,2006.0,Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis,Subtropical,Evergreen,Dry,11.3,1840.0
China,Yunnan,2008.5,"Terninalia myriocarpa, Hevea brasiliensis",Subtropical,Evergreen,Dry,21.5,1557.0
China,Yunnan,2009.0,Terminalia myriocarpa,Tropical,Evergreen,Dry,21.5,1557.0
China,Yunnan,2010.0,Terminalia myriocarpa,Tropical,Evergreen,Dry,21.5,1557.0
China,Yunnan,2011.0,Terminalia myriocarpa,Tropical,Evergreen,Dry,21.5,1557.0
China,Yunnan,2011.5,Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis,Subtropical,Evergreen,Dry,11.3,1840.0
China,Yunnan,2012.0,E. globulus,Subtropical,Deciduous,Dry,15.0,1011.0
China,Yunnan,2015.0,Hevea brasiliensis,Tropical,Evergreen,Dry,19.0,1490.0
