Study_midyear,Country,Region,Site_name,Species,Biome,Leaf_habit,Soil_drainage,MAT,MAP
2003.0,UK,NE Wales,Clocaenog Forest,C. vulgaris (L.),Mediterranean,Deciduous,Wet,8.2,1411.0
2003.0,USA,Oklahoma,Kessler's Farm Field Laboratory,Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum,Temperate,Deciduous,Dry,16.3,914.0
2003.0,Canada,Ontario,Haliburton Forest and Wildlife Reserve,Acer saccharum,Temperate,Deciduous,Dry,4.8,1068.0
2003.0,USA,Oklahoma,Great Plains Apiaries,Grasses (mix),Temperate,Deciduous,Dry,16.3,915.0
2003.0,USA,Oklahoma,Great Plains Apiaries,Grasses (mix),Temperate,Deciduous,Dry,16.3,915.0
2003.0,USA,Michigan,University of Michigan Biological Station,Populus grandidentata; Populus tremuloides,Temperate,Deciduous,Dry,5.5,817.0
2003.0,Ireland,Laois,Cullenagh,Picea sitchensis,Temperate,Evergreen,Dry,9.3,804.0
2003.0,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0
2003.0,USA,Oklahoma,Kessler's Farm Field Laboratory,Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum,Temperate,Deciduous,Dry,16.3,914.0
2003.0,USA,Oklahoma,Kessler's Farm Field Laboratory,Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum,Temperate,Deciduous,Dry,16.3,914.0
2003.0,USA,New York,Diamond Notch,Fagus grandifolia; Acer saccharum,Temperate,Deciduous,Dry,4.3,1530.0
2003.0,USA,New York,Diamond Notch,Fagus grandifolia; Acer saccharum,Temperate,Deciduous,Dry,4.3,1530.0
2003.0,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0
2003.0,Canada,British Columbia,DF49,Pseudotsuga mensiesii; Thuja plicata,Temperate,Evergreen,Dry,8.6,1470.0
2003.0,USA,New York,Diamond Notch,Fagus grandifolia; Acer saccharum,Temperate,Deciduous,Dry,4.3,1530.0
2003.0,China,Fujian,Sanming,Castanopsis kawakamii,Subtropical,Evergreen,Dry,19.4,1605.9
2003.0,USA,New York,Diamond Notch,Fagus grandifolia; Acer saccharum,Temperate,Deciduous,Dry,4.3,1530.0
2003.0,China,Fujian,Sanming,Cunninghamia lanceolata,Subtropical,Evergreen,Dry,19.4,1605.9
2003.0,USA,New York,Diamond Notch,Fagus grandifolia; Acer saccharum,Temperate,Deciduous,Dry,4.3,1530.0
2003.0,USA,Oklahoma,Kessler's Farm Field Laboratory,Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum,Temperate,Deciduous,Dry,16.3,914.0
2003.0,Ireland,Laois,Dooary Forest,Picea sitchensis,Temperate,Evergreen,Dry,9.3,804.0
2003.0,USA,North Carolina,Great Smoky NP,Picea rubens; Abies fraseri,Temperate,Evergreen,Dry,8.5,2300.0
2003.0,China,Inner Mongolia,Baiinxile Livestock Farm,Leymus chinensis; Stipa grandis,Temperate,Deciduous,Dry,-0.4,350.0
2003.0,USA,California,Teakettle Experimental Forest,Abies concolor; Pinus jeffreyii; Pinus lambertiana; Abies magnifica; Calocedrus decurrens,Mediterranean,Evergreen,Dry,13.0,1250.0
2003.0,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0
2003.0,Russia,Komi,Lyal’skii Forest,Picea,Boreal,Evergreen,Dry,0.1,550.0
2003.0,USA,North Carolina,Duke FACE,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
2003.0,USA,California,Oakville,Quercus lobata,Mediterranean,Deciduous,Dry,14.3,826.0
2003.0,USA,North Carolina,Duke FACE,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
2003.0,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0
2003.0,USA,California,Oakville,Vitis vinifera; Vitis spp.,Mediterranean,Deciduous,Dry,14.3,826.0
2003.0,USA,California,Teakettle Experimental Forest,Abies concolor; Pinus jeffreyii; Pinus lambertiana; Abies magnifica; Calocedrus decurrens,Mediterranean,Evergreen,Dry,13.0,1250.0
2003.0,Canada,Nova Scotia,Crystal Cliffs,Populus tremuloides,Temperate,Deciduous,Dry,5.5,1290.0
2003.0,Canada,Nova Scotia,Crystal Cliffs,Grasses (mix),Temperate,Deciduous,Dry,5.5,1290.0
2003.0,USA,California,Teakettle Experimental Forest,Abies concolor; Pinus jeffreyii; Pinus lambertiana; Abies magnifica; Calocedrus decurrens,Mediterranean,Evergreen,Dry,13.0,1250.0
2003.0,Canada,Nova Scotia,Pomquet,Picea rubens,Temperate,Evergreen,Dry,5.5,1290.0
2003.0,China,Inner Mongolia,Baiinxile Livestock Farm,Leymus chinensis; Stipa grandis,Temperate,Deciduous,Dry,-0.4,350.0
2003.0,USA,Maine,Howland,Picea rubens; Tsuga canadensis,Temperate,Evergreen,Dry,5.5,1000.0
2003.0,Canada,Ontario,Haliburton Forest and Wildlife Reserve,Acer saccharum,Temperate,Deciduous,Dry,4.8,1068.0
2003.0,USA,New York,Diamond Notch,Fagus grandifolia; Acer saccharum,Temperate,Deciduous,Dry,4.3,1530.0
2003.0,USA,North Carolina,Great Smoky NP,Picea rubens; Abies fraseri,Temperate,Evergreen,Dry,8.5,2300.0
2003.0,Canada,Nova Scotia,Pomquet,Grasses (mix),Temperate,Deciduous,Dry,5.5,1290.0
2003.0,USA,Massachusetts,Harvard Forest-Prospect Hill,Acer rubrum; Quercus rubra,Temperate,Deciduous,Dry,8.5,1050.0
2003.0,USA,North Carolina,Great Smoky NP,Picea rubens; Abies fraseri,Temperate,Evergreen,Dry,8.5,2300.0
2003.0,Canada,Saskatchewan,BOREAS SSA-OA,Populus tremuloides,Boreal,Deciduous,Dry,0.3,456.0
2003.0,USA,Oklahoma,Great Plains Apiaries,Grasses (mix),Temperate,Deciduous,Dry,16.3,915.0
2003.0,USA,Oklahoma,Great Plains Apiaries,Grasses (mix),Temperate,Deciduous,Dry,16.3,915.0
2003.5,USA,Massachusetts,Harvard Forest,Pinus resinosa,Temperate,Evergreen,Dry,8.5,1050.0
2003.5,Thailand,Lampang,Mae Moh,Tectona grandis,Tropical,Deciduous,Dry,25.8,1284.0
2003.5,USA,Massachusetts,Harvard Forest,Tsuga canadensis,Temperate,Evergreen,Dry,8.5,1050.0
2003.5,USA,Colorado,Niwot Ridge,Abies lasiocarpa; Picea engelmannii; Pinus contorta,Temperate,Evergreen,Dry,1.5,800.0
2003.5,USA,Arizona,Coconino National Forest,Pinus ponderosa,Temperate,Evergreen,Dry,6.3,566.0
2003.5,USA,Massachusetts,Harvard Forest,Acer rubum,Temperate,Mixed,Dry,8.5,1050.0
2003.5,USA,Arizona,Coconino National Forest,Pinus ponderosa,Temperate,Evergreen,Dry,6.3,566.0
2003.5,USA,Arizona,Coconino National Forest,Pinus ponderosa,Temperate,Evergreen,Dry,6.3,566.0
2003.5,China,CN-Din,Dinghushan Mountain National Reserve,Mix,Subtropical,Evergreen,Dry,20.8,1956.0
2003.5,USA,Colorado,Niwot Ridge,Abies lasiocarpa; Picea engelmannii; Pinus contorta,Temperate,Evergreen,Dry,1.5,800.0
2003.5,USA,Colorado,Niwot Ridge,Abies lasiocarpa; Picea engelmannii; Pinus contorta,Temperate,Evergreen,Dry,1.5,800.0
2003.5,China,Shandong,Yucheng Comprehensive Experiment Station,"Zea mays, triticum aestivum",Temperate,Deciduous,Dry,13.1,528.0
2003.5,USA,Arizona,Coconino National Forest,Pinus ponderosa,Temperate,Evergreen,Dry,6.3,566.0
2003.5,China,Jiangsu,Jiangsu Academy of Agricultural Sciences,Oryza sativa,Subtropical,Deciduous,Dry,15.6,1100.0
2003.5,China,Guangdong,Dinghushan-MPF,Pinus massoniana,Subtropical,Evergreen,Dry,20.9,1956.0
2003.5,USA,California,Tonzi Ranch,Quercus douglasii,Mediterranean,Deciduous,Dry,16.5,562.0
2003.5,USA,California,Vaira Ranch,Quercus douglasii,Mediterranean,Deciduous,Dry,16.5,562.0
2003.5,USA,Arizona,Sycamore Creek-4,Prosopis velutina,Temperate,Deciduous,Dry,22.6,450.0
2003.5,USA,Massachusetts,Harvard Forest,Acer rubum,Temperate,Deciduous,Dry,8.5,1050.0
2003.5,Canada,Ontario,Groundhog River Flux Station,Picea mariana; Populus tremuloides; Betula papyrifera; Picea glauca; Abies balsamea,Boreal,Mixed,Dry,1.5,814.0
2003.5,China,Guangdong,Dinghushan Biosphere Reserve,Cryptocarya concinna; Machilus chinensis; Cryptocarya chinensis,Subtropical,Evergreen,Dry,20.9,1956.0
2003.5,China,Guangdong,Dinghushan-MF,Pinus massoniana; Schima superba; Castanopsis chinensis,Subtropical,Evergreen,Dry,20.9,1956.0
2003.5,China,Guangdong,Dinghushan-MEBF,Castanopsis chinensis; Schima superba,Subtropical,Evergreen,Dry,20.9,1956.0
2003.5,China,Guangdong,Dinghushan Biosphere Reserve,Castanopsis chinensis; Pinus massoniana; Schima superba,Subtropical,Evergreen,Dry,20.9,1956.0
2003.5,China,Guangdong,Dinghushan Biosphere Reserve,Pinus massoniana,Subtropical,Evergreen,Dry,20.9,1956.0
2003.5,China,Jiangsu,Jiangsu Academy of Agricultural Sciences,Oryza sativa,Subtropical,Deciduous,Dry,15.6,1100.0
2003.5,USA,Nevada,Nevada Desert FACE,Larrea tridentata; Ambrosia dumosa,Temperate,Deciduous,Dry,16.1,74.0
2003.5,USA,California,Mammoth Lakes,Artemesia tridentata; Purshia tridentata,Temperate,Deciduous,Dry,5.9,586.0
2003.5,USA,Arizona,Sycamore Creek-3,Prosopis velutina,Temperate,Deciduous,Dry,22.6,450.0
2003.5,USA,Arizona,Sycamore Creek-2,Prosopis velutina,Temperate,Deciduous,Dry,22.6,450.0
2003.5,USA,Arizona,Sycamore Creek-1,Prosopis velutina,Temperate,Deciduous,Dry,22.6,450.0
2004.0,China,Jiangsu,Jiangsu Academy of Agricultural Sciences,Triticum aestivum,Subtropical,Deciduous,Dry,15.6,1100.0
2004.0,China,Jiangsu,Jiangsu Academy of Agricultural Sciences,Triticum aestivum,Subtropical,Deciduous,Dry,15.6,1100.0
2004.0,UK,Scotland,Dundee,Hordeum vulgare,Temperate,Deciduous,Dry,8.6,660.0
2004.0,USA,Michigan,University of Michigan Biological Station,Populus grandidentata,Temperate,Deciduous,Dry,5.5,817.0
2004.0,UK,Scotland,Dundee,Hordeum vulgare,Temperate,Deciduous,Dry,8.6,660.0
2004.0,UK,Scotland,Dundee,Hordeum vulgare,Temperate,Deciduous,Dry,8.6,660.0
2004.0,USA,Michigan,University of Michigan Biological Station,Populus grandidentata,Temperate,Deciduous,Dry,5.5,817.0
2004.0,USA,Michigan,University of Michigan Biological Station,Populus grandidentata,Temperate,Deciduous,Dry,5.5,817.0
2004.0,USA,Missouri,EAM,Quercus alba; Quercus velutina; Quercus cocinea; Pinus echinnata; Carya spp.,Temperate,Deciduous,Dry,13.3,1120.0
2004.0,UK,Scotland,Dundee,Hordeum vulgare,Temperate,Deciduous,Dry,8.6,660.0
2004.0,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0
2004.0,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0
2004.0,USA,Missouri,NHM,Quercus alba; Quercus velutina; Quercus cocinea; Pinus echinnata; Carya spp.,Temperate,Deciduous,Dry,13.3,1120.0
2004.0,USA,Missouri,UAM,Quercus alba; Quercus velutina; Quercus cocinea; Pinus echinnata; Carya spp.,Temperate,Deciduous,Dry,13.3,1120.0
2004.0,USA,North Carolina,Coweeta basin,Tsuga canadensis; Nyssa sylvatica; Quercus alba; Liriodendron tulipifera; Acer rubrum; Betula lenta; Rhododendron maximum,Temperate,Mixed,Dry,13.0,1780.0
2004.0,USA,Michigan,University of Michigan Biological Station,Populus grandidentata,Temperate,Deciduous,Dry,5.5,817.0
2004.0,USA,Oklahoma,Kessler's Farm Field Laboratory,Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum,Temperate,Deciduous,Dry,16.3,914.0
2004.0,Japan,Iwate,Appi Cooperative Research Site,Fagus crenata,Temperate,Deciduous,Dry,9.5,1273.0
2004.0,USA,Michigan,University of Michigan Biological Station,Populus grandidentata,Temperate,Deciduous,Dry,5.5,817.0
2004.0,USA,Oklahoma,Kessler's Farm Field Laboratory,Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum,Temperate,Deciduous,Dry,16.3,914.0
2004.0,USA,Oklahoma,Kessler's Farm Field Laboratory,Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum,Temperate,Deciduous,Dry,16.3,914.0
2004.0,Malaysia,Borneo,Lambir Hills National Park,Mix,Tropical,Evergreen,Dry,27.0,2700.0
2004.0,USA,Alaska,Kane-highSI,Picea mariana,Boreal,Evergreen,Dry,-2.3,347.0
2004.0,USA,Alaska,Kane-mediumSI,Picea mariana,Boreal,Evergreen,Dry,-2.3,347.0
2004.0,USA,Alaska,Kane-lowSI,Picea mariana,Boreal,Evergreen,Dry,-2.3,347.0
2004.0,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0
2004.0,Ireland,Carlow,Oak Park Research Centre,Lolium perenne; Trifolium repens,Temperate,Deciduous,Dry,9.4,824.0
2004.0,USA,North Carolina,Coweeta basin,Tsuga canadensis; Nyssa sylvatica; Quercus alba; Liriodendron tulipifera; Acer rubrum; Betula lenta; Rhododendron maximum,Temperate,Mixed,Dry,13.0,1780.0
2004.0,USA,North Carolina,Duke Forest,Pinus taeda,Temperate,Evergreen,Dry,15.5,1140.0
2004.0,USA,Kansas,Konza Prairie Biological Station,Andropogon gerardii; Sorghastrum nutans; Panicum virgatum; Sporobolus aspe; Solidago canadensis; Aster ericoides;  Solidago missouriensis,Temperate,Deciduous,Dry,13.0,835.0
2004.0,USA,Oklahoma,Kessler's Farm Field Laboratory,Schizachyrium scoparium; Sorghastrum nutans; Eragrostis curvula; Ambrosia psilostachya; Xanthocephalum texanum,Temperate,Deciduous,Dry,16.3,914.0
2004.0,Canada,British Columbia,DF49,Pseudotsuga mensiesii; Thuja plicata,Temperate,Evergreen,Dry,8.6,1470.0
2004.0,United Kingdom,England,University of York Experimental Garden,Triticum aestivum,Temperate,Deciduous,Dry,9.2,639.0
2004.0,UK,Scotland,Dundee,Hordeum vulgare,Temperate,Deciduous,Dry,8.6,660.0
2004.0,United Kingdom,England,University of York Experimental Garden,Triticum aestivum,Temperate,Deciduous,Dry,9.2,639.0
2004.0,United Kingdom,England,University of York Experimental Garden,Zea mays,Temperate,Deciduous,Dry,9.2,639.0
2004.0,United Kingdom,England,University of York Experimental Garden,Zea mays,Temperate,Deciduous,Dry,9.2,639.0
2004.0,China,Jiangsu,Nanjing Forestry University,Pinus taeda,Temperate,Evergreen,Dry,15.3,1055.6
2004.0,Canada,Ontario,Woodslee,"Zea mays, Glycine max",Temperate,Deciduous,Dry,9.1,831.0
2004.0,UK,Scotland,Dundee,Hordeum vulgare,Temperate,Deciduous,Dry,8.6,660.0
2004.0,China,Jiangsu,Nanjing Forestry University,Quercus variabilis,Temperate,Deciduous,Dry,15.3,1055.6
2004.0,UK,Scotland,Dundee,Hordeum vulgare,Temperate,Deciduous,Dry,8.6,660.0
2004.0,UK,Scotland,Dundee,Hordeum vulgare,Temperate,Deciduous,Dry,8.6,660.0
2004.0,Costa Rica,Caribbean lowlands,La Selva Biological Station,Pentaclethra macroloba (Willd.),Tropical,Evergreen,Dry,25.1,4537.0
2004.0,USA,Nebraska,UNL East Campus,Zea mays,Temperate,Deciduous,Dry,10.7,755.0
2004.0,Canada,Ontario,Woodslee,"Zea mays, Glycine max",Temperate,Deciduous,Dry,9.1,831.0
2004.0,USA,Nebraska,UNL East Campus,Zea mays,Temperate,Deciduous,Dry,10.7,755.0
2004.0,USA,Nebraska,UNL East Campus,Zea mays,Temperate,Deciduous,Dry,10.7,755.0
2004.0,USA,Nebraska,UNL East Campus,Zea mays,Temperate,Deciduous,Dry,10.7,755.0
2004.0,China,Hunan,Taoyuan agroecological experimental station,Oryza sativa,Subtropical,Deciduous,Dry,16.5,1437.0
2004.0,Canada,Ontario,Woodslee,Triticum aestivum,Temperate,Deciduous,Dry,9.1,831.0
2004.0,Costa Rica,Caribbean lowlands,La Selva Biological Station,Pentaclethra macroloba (Willd.),Tropical,Evergreen,Dry,25.1,4537.0
2004.0,Canada,Ontario,Woodslee,"Zea mays, Glycine max, Triticum",Temperate,Deciduous,Dry,9.1,831.0
2004.0,Canada,Ontario,Haliburton Forest and Wildlife Reserve,Acer saccharum,Temperate,Deciduous,Dry,4.8,1068.0
2004.0,Costa Rica,Caribbean lowlands,La Selva Biological Station,Pentaclethra macroloba (Willd.),Tropical,Evergreen,Dry,25.1,4537.0
2004.0,Costa Rica,Caribbean lowlands,La Selva Biological Station,Pentaclethra macroloba (Willd.),Tropical,Evergreen,Dry,25.1,4537.0
2004.0,Costa Rica,Caribbean lowlands,La Selva Biological Station,Pentaclethra macroloba (Willd.),Tropical,Evergreen,Dry,25.1,4537.0
2004.0,Canada,British Columbia,Campbell River,Pseudotsuga mensiesii,Temperate,Evergreen,Dry,8.6,1450.0
2004.0,UK,NE Wales,Clocaenog Forest,C. vulgaris (L.),Mediterranean,Deciduous,Wet,8.2,1411.0
2004.0,Canada,Ontario,Haliburton Forest and Wildlife Reserve,Acer saccharum,Temperate,Deciduous,Dry,4.8,1068.0
2004.0,USA,California,Teakettle Experimental Forest,Abies concolor; Pinus jeffreyii; Pinus lambertiana; Abies magnifica; Calocedrus decurrens,Mediterranean,Evergreen,Dry,13.0,1250.0
2004.0,USA,California,Teakettle Experimental Forest,Abies concolor; Pinus jeffreyii; Pinus lambertiana; Abies magnifica; Calocedrus decurrens,Mediterranean,Evergreen,Dry,13.0,1250.0
2004.0,China,Henan,Fengqiu State Key Agro-Ecological Experimental Station,Zea mays,Temperate,Deciduous,Dry,13.9,615.0
2004.0,China,Henan,Fengqiu State Key Agro-Ecological Experimental Station,Zea mays,Temperate,Deciduous,Dry,13.9,615.0
2004.0,USA,California,Teakettle Experimental Forest,Abies concolor; Pinus jeffreyii; Pinus lambertiana; Abies magnifica; Calocedrus decurrens,Mediterranean,Evergreen,Dry,13.0,1250.0
2004.0,USA,California,Teakettle Experimental Forest,Abies concolor; Pinus jeffreyii; Pinus lambertiana; Abies magnifica; Calocedrus decurrens,Mediterranean,Evergreen,Dry,13.0,1250.0
2004.0,USA,California,Teakettle Experimental Forest,Abies concolor; Pinus jeffreyii; Pinus lambertiana; Abies magnifica; Calocedrus decurrens,Mediterranean,Evergreen,Dry,13.0,1250.0
2004.0,Canada,Ontario,Woodslee,"Zea mays, Glycine max, Triticum",Temperate,Deciduous,Dry,9.1,831.0
2004.0,Canada,Ontario,Woodslee,"Zea mays, Glycine max, Triticum",Temperate,Deciduous,Dry,9.1,831.0
2004.0,Canada,Ontario,Woodslee,Glycine max,Temperate,Deciduous,Dry,9.1,831.0
2004.0,Costa Rica,Caribbean lowlands,La Selva Biological Station,Pentaclethra macroloba (Willd.),Tropical,Evergreen,Dry,25.1,4537.0
2004.0,Finland,Kannus,AB3,Elymus repens; Poa pratensis,Boreal,Deciduous,Dry,2.4,561.0
2004.0,Finland,Kannus,AB1,Juncus  liformis; Deschampsia cespitosa,Boreal,Deciduous,Dry,2.4,561.0
2004.0,Finland,Kannus,AB5,Epilobium angustifolium; Deschampsia cespitosa; Agrostis capillaris,Boreal,Deciduous,Dry,2.4,561.0
2004.0,China,Yunnan,Ailao Mountains Nature Preserve,Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis,Subtropical,Evergreen,Dry,11.3,1840.0
2004.0,China,Yunnan,Ailao Mountains Nature Preserve,Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis,Subtropical,Evergreen,Dry,11.3,1840.0
2004.0,Finland,Kannus,AB4,Deschampsia cespitosa; Epilobium angustifolium; Rubus arcticus,Boreal,Deciduous,Dry,2.4,561.0
2004.0,China,Yunnan,Ailao Mountains Nature Preserve,Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis,Subtropical,Evergreen,Dry,11.3,1840.0
2004.0,Australia,Western Australia,Exmouth,Avicennia marina,Tropical,Evergreen,Wet,24.7,260.0
2004.0,Canada,Ontario,Woodslee,Zea mays,Temperate,Deciduous,Dry,9.1,831.0
2004.0,China,Yunnan,Ailao Mountains Nature Preserve,Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis,Subtropical,Evergreen,Dry,11.3,1840.0
2004.0,China,Yunnan,Ailao Mountains Nature Preserve,Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis,Subtropical,Evergreen,Dry,11.3,1840.0
2004.0,China,Yunnan,Ailao Mountains Nature Preserve,Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis,Subtropical,Evergreen,Dry,11.3,1840.0
2004.0,China,Yunnan,Ailao Mountains Nature Preserve,Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis,Subtropical,Evergreen,Dry,11.3,1840.0
2004.0,Finland,Kannus,AB2,Juncus  liformis; Deschampsia cespitosa,Boreal,Deciduous,Dry,2.4,561.0
2004.0,China,Jiangxi,Qianyanzhou Ecological Station,Pinus elliottii,Subtropical,Evergreen,Dry,17.9,1489.0
2004.0,China,Yunnan,Ailao Mountains Nature Preserve,Lithocarpus chintungensis; Rhododendron leptothrium; Vaccinium ducluoxii; Lithocarpus xylocarpus; Castanopsis wattii; Schima noronhae; Hartia sinensis; Manglietia insignsis,Subtropical,Evergreen,Dry,11.3,1840.0
2004.0,China,Shandong,Hengtai county,Triticum aestivum,Temperate,Deciduous,Dry,11.4,600.0
2004.0,Japan,Agro-Environmental Sciences station,NIAES,"Glycine max, Hordeum vulgare",Temperate,Deciduous,Dry,14.5,1200.0
2004.0,China,Guangdong,Dinghushan Biosphere Reserve,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis,Subtropical,Evergreen,Dry,20.5,1700.0
2004.0,China,Shandong,Hengtai county,Triticum aestivum,Temperate,Deciduous,Dry,11.4,600.0
2004.0,China,Shandong,Hengtai county,Triticum aestivum,Temperate,Deciduous,Dry,11.4,600.0
2004.0,USA,California,Sierra Foothills Research and Extension Center,Avena spp.; Bromus spp.; Lolium spp.; Hordeum spp.,Mediterranean,Deciduous,Dry,16.0,750.0
2004.0,USA,Wisconsin,UW Arboretum-restoration,Andropogon gerardii,Temperate,Deciduous,Dry,7.5,928.0
2004.0,China,Shandong,Hengtai county,Triticum aestivum,Temperate,Deciduous,Dry,11.4,600.0
2004.0,USA,Wisconsin,UW Arboretum-remnant,Carex pellita,Temperate,Deciduous,Dry,7.5,928.0
2004.0,China,Shandong,Hengtai county,Triticum aestivum,Temperate,Deciduous,Dry,11.4,600.0
2004.0,USA,California,Sierra Foothills Research and Extension Center,Avena spp.; Bromus spp.; Lolium spp.; Hordeum spp.,Mediterranean,Deciduous,Dry,16.0,750.0
2004.0,Canada,Nova Scotia,Pomquet,Picea rubens,Temperate,Evergreen,Dry,5.5,1290.0
2004.0,Canada,Nova Scotia,Lakevale,Abies balsamea; Picea rubens; Picea glauca,Temperate,Evergreen,Dry,5.5,1290.0
2004.0,Canada,Nova Scotia,Lakevale,Abies balsamea; Picea rubens; Picea glauca,Temperate,Evergreen,Dry,5.5,1290.0
2004.0,China,Shandong,Hengtai county,Triticum aestivum,Temperate,Deciduous,Dry,11.4,600.0
2004.0,Canada,Nova Scotia,Pomquet,Picea rubens,Temperate,Evergreen,Dry,5.5,1290.0
2004.0,Japan,Agro-Environmental Sciences station,NIAES,"Glycine max, Hordeum vulgare",Temperate,Deciduous,Dry,14.5,1200.0
2004.5,USA,Virginia,Blady Experimental Farm,Solidago spp.; Rhamnaceae spp.; Maclura pomifera,Temperate,Deciduous,Dry,11.8,940.0
2004.5,China,Sichuan,Yanting,"Triticum aestivum, Zea mays subsp.",Subtropical,Deciduous,Dry,17.3,825.0
2004.5,USA,Virginia,Blady Experimental Farm,Solidago spp.; Solanum carolinense; Rhamnus spp.; Celastrus spp.; Lonicera japonica; Rhus spp.; Robinia pseudo_acacia,Temperate,Deciduous,Dry,11.8,940.0
2004.5,China,Sichuan,Yanting,L. muttiflorum,Subtropical,Deciduous,Dry,17.3,825.0
2004.5,USA,Virginia,Blady Experimental Farm,Quercus velutina; Quercus alba; Carya ovata; Liriodendron tulipifera; Prunus serotina; Acer rubrum; Asimina triloba,Temperate,Deciduous,Dry,11.8,940.0
2004.5,China,Sichuan,Yanting,"Alnus cremastogyne, Cupressus funebris",Subtropical,Evergreen,Dry,17.3,825.0
2004.5,USA,Virginia,Reynolds Homestead Forest Resources Research Center,Pinus taeda,Temperate,Evergreen,Dry,18.5,1279.0
2004.5,USA,Michigan,University of Michigan Biological Station,Populus grandidentata; Quercus rubra; Acer rubrum,Temperate,Deciduous,Dry,5.5,817.0
2004.5,USA,Michigan,University of Michigan Biological Station,Populus grandidentata; Quercus rubra; Acer rubrum,Temperate,Deciduous,Dry,5.5,817.0
2004.5,USA,Michigan,University of Michigan Biological Station,Populus grandidentata; Quercus rubra; Acer rubrum,Temperate,Deciduous,Dry,5.5,817.0
2004.5,USA,Michigan,University of Michigan Biological Station,Populus grandidentata; Quercus rubra; Acer rubrum,Temperate,Deciduous,Dry,5.5,817.0
2004.5,USA,Michigan,University of Michigan Biological Station,Populus grandidentata; Quercus rubra; Acer rubrum,Temperate,Deciduous,Dry,5.5,817.0
2004.5,USA,Michigan,University of Michigan Biological Station,Populus grandidentata; Quercus rubra; Acer rubrum,Temperate,Deciduous,Dry,5.5,817.0
